Category,Questions,Answers,Label
ADMISSIONS,How many credits for the English Language Competency operating theatre ELC course?,"Hoboken is a small city with great restaurants and easy access to Manhattan. Nicknamed the Mile Square City for its compact size, Hoboken offers an urban lifestyle with a small town feel. According to Walk Score®, Hoboken is the most walkable city in New Jersey, scoring a 95 out of 100. A great place for students.",0
ADMISSIONS,Will an associate degree be accepted for admission to the MS degree? the,"Please contact the Program Coordinator:  Ted Stohr (estohr@stevens.edu, 201-216-8915).",0
ADMISSIONS,What happens if I apply after the application deadline has passed?,Your application to the BI&A program may be approved any time up to one week before the start of the semester that you are applying for. The major issue for international students is the amount of time it takes to receive your F1 visa.,1
ADMISSIONS,How do I apply for a for Graduate Certificate?,"Register at the earliest possible time as some popular classes may be closed if demand exceeds capacity.  New international students may register during the orientation period - see dates at https://www.stevens.edu/graduate-student-orientation. You may register for classes or drop courses you are curently registered for during the ""Drop-Add"" period at the beginning of each semester without penalty - see https://www.stevens.edu/search/google/drop-add",0
ADMISSIONS,Who should I ask about the status the of my application?,"An Application for Candidacy (AC) must be submitted in the semester in which you plan to graduate from the program. An approved AC is required before you can graduate and receive a diploma.  The AC uses the same form as your Study Plan. It must contain the list of courses you have taken, the semester in which each course was taken and the grade received.  The AC must be signed by you and your advisor and submitted to the Graduate Registrar before a certain date in your final semester (see https://www.stevens.edu/directory/office-registrar/graduate-application-candidacy).",0
ADMISSIONS,How long does the admission process take?,Register for online for classes at the Registar's web site: https://www.stevens.edu/directory/office-registrar,0
ADMISSIONS,Can I apply to Stevens as a non-matriculation (or non-matric) student?,"Stevens is a small, research-oriented university that attracts serious students. The university's collaborations with industry and government include three National Centers of Excellence, designations from the U.S. Department of Homeland Security, Department of Defense and Office of Naval Research. For more information see: http://www.stevens.edu",0
ADMISSIONS,How do I apply for angstrom unit Graduate Certificate?,Tuition fees for the 2016-17 academic year are available at: https://www.stevens.edu/directory/office-student-accounts/tuition-and-fee-amounts/2016-2017-academic-year-tuition-and-fees-graduate-students,0
ADMISSIONS,What are the application deadlines for the BI&A academic degree program?,"The preferred degrees (undergraduate or master's) are in science, computer science, mathematics, statistics or engineering.",0
ADMISSIONS,Will an associate degree be accepted for admission to the MS degree?,"Hoboken is located on the banks of the Hudson River just 20 minutes from downtown Manhattan by bus, train or ferry.",0
ADMISSIONS,GMAT Can I take BI&A courses without a GRE or GMAT score?,Login to https://my.stevens.edu. with your Stevens Access Credentials (User Name and Password).  Once on the My.Stevens web page - select Knowledge Base (on the left hand side of the screen under Information Technology).  This will bring you to a page with 12 categories - you’ll find what your looking for under Student Computer and Hardware Service.,0
ADMISSIONS,Where can I get can help on admissions questions?,"Help provided by Stevens Career Services includes: help developing resumes (CVs; career counseling), ""mock"" practice interviews, CV distribution to potential employers, Job Fairs and more. See https://www.stevens.edu/directory/stevens-career-center/career-assistance-services",0
ADMISSIONS,Where can I get help on admissions questions?,"Each year, BI&A students interact with industry at many events including; Annual BI&A Corporate Netwotking event, industry talks in our ""Small Talks about Big Data"" series, visiting industry spakers in classes, cocktail parties with the BI&A Advisory Board and  Career fairs conducted by Stevens.",0
ADMISSIONS,What are the application deadlines for the BI&A academic degree program?,"Based on the academic year 2016-17  fee structure, the total cost of tuition for a 4-course graduate certificate is approximatley $18,000. The amount varies depending on the time spent getting the degree. For more information see: https://www.stevens.edu/directory/office-student-accounts/tuition-and-fee-amounts/2016-2017-academic-year-tuition-and-fees-graduate-students",0
ADMISSIONS,Do run taken in a certifcate program count towards the degree program if I am admitted?,Questions about student fellowships should be directed to Graduate Admissions at  https://www.stevens.edu/admissions/graduate-admissions,0
